,Crystal_Structure,Mohs_Hardness,Diaphaneity,Specific_Gravity,Optical,Refractive_Index,Dispersion,Molar_Mass,Molar_Volume,Calculated_Density
672,2.0,7.25,1.0,3.752,4.0,1.747,0.023,808.532975,0.10096558,6.647
673,3.0,4.5,2.0,2.2,4.0,0.0,0.0,516.461956,0.07863026000000001,5.452000000000001
674,1.0,2.0,3.0,0.0,0.0,0.0,0.0,191.02973,0.033718800000000014,4.702
675,5.0,1.75,3.0,2.16,3.0,1.529,0.0,143.32224,0.04483722999999999,2.653
676,5.0,6.5,2.0,4.585,3.0,1.773,0.0,259.0085,0.05601738999999999,3.838
677,1.0,3.5,1.0,2.865,4.0,1.639,0.0,4079.3412,1.20977376,2.799
678,4.0,9.5,2.0,0.0,3.0,1.818,0.0,44.0849,0.0112081,3.265
679,3.0,2.5,2.0,2.84,4.0,0.0,0.0,186.848922,0.11204009,1.384
680,3.0,2.0,2.0,3.76,4.0,1.617,0.0,131.6298,0.02243061,4.871
681,3.0,1.75,2.0,1.7,4.0,1.4980000000000002,0.0,901.719502,0.15691519999999998,4.77
682,2.0,5.75,3.0,2.29,4.0,1.545,0.0,528.4962879999998,0.31371511,1.398
683,2.0,1.5,2.0,3.58,4.0,1.5930000000000002,0.0,306.05826,0.08963650000000001,2.834
684,4.0,2.5,2.0,1.851,3.0,0.0,0.0,693.6556,0.26882796,2.142
685,2.0,5.5,2.0,2.91,4.0,1.635,0.0,150.22899999999996,0.05601678,2.226
686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.941307,0.03369968,5.614
687,2.0,3.0,2.0,0.0,4.0,1.745,0.0,566.994357,0.19051167,2.47
688,5.0,2.75,2.0,6.55,3.0,1.96,0.0,1223.0728,0.13454226,7.545
689,2.0,0.0,0.0,3.3,0.0,0.0,0.0,278.12037999999995,0.08964748,2.575
690,5.0,5.0,2.0,3.22,3.0,1.64,0.0,226.64810100000003,0.02248669,8.366
691,2.0,2.0,2.0,0.0,4.0,0.0,0.0,473.812874,0.08975005,4.382
692,0.0,2.0,2.0,1.993,2.0,1.49,0.0,74.551,0.0110757,5.5870000000000015
693,2.0,4.5,2.0,0.0,0.0,0.0,0.0,578.410406,0.12327753,3.894
694,2.0,2.5,2.0,2.591,4.0,1.5119999999999998,0.0,256.31204,0.08968639999999999,2.372
695,5.0,0.0,3.0,0.0,0.0,0.0,0.0,135.86626,0.0783019,1.44
696,1.0,1.0,2.0,2.705,4.0,1.577,0.0,201.78534,0.0784382,2.135
697,1.0,5.0,2.0,3.497,4.0,1.685,0.0,280.25039000000004,0.04486162,5.185
698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1357.233787,0.22421189,5.024
699,3.0,3.5,2.0,3.795,4.0,2.05,0.0,517.6920299999998,0.06726272999999999,6.388
700,1.0,7.0,3.0,8.55,4.0,0.0,0.0,805.70663,0.08964599999999999,7.46
701,5.0,1.5,3.0,2.135,3.0,1.505,0.0,333.040621,0.17934367,1.541
702,3.0,0.0,3.0,2.735,0.0,0.0,0.0,178.1909,0.033686629999999995,4.39
703,1.0,3.5,2.0,0.0,4.0,1.693,0.0,242.759362,0.04483732,4.494
704,6.0,6.25,1.0,4.88,2.0,2.4,0.0,329.394068,0.0224823,12.161
705,3.0,2.0,1.0,5.9,4.0,2.177,0.0,159.59879999999995,0.0224124,5.91
706,2.0,3.75,1.0,6.5,4.0,0.0,0.0,79.5454,0.01120309,5.893
707,3.0,6.0,2.0,3.995,4.0,1.805,0.0,297.6538,0.03362898,7.346
708,2.0,0.0,0.0,0.0,0.0,0.0,0.0,648.39499,0.12349524,4.3580000000000005
709,5.0,3.5,2.0,1.877,3.0,1.483,0.0,336.5009,0.06730130999999999,4.15
710,3.0,2.5,3.0,2.6830000000000003,4.0,1.477,0.0,71.05516800000002,0.011236199999999998,5.249
711,3.0,1.25,3.0,2.255,4.0,1.483,0.0,124.004016,0.06725690999999999,1.53
712,2.0,2.0,2.0,0.0,0.0,0.0,0.0,222.055005,0.10088769,1.827
713,2.0,5.5,0.0,3.55,0.0,0.0,0.0,121.03960999999998,0.0336152,2.989
714,5.0,3.75,0.0,0.0,0.0,0.0,0.0,719.2395889999998,0.14578153999999996,4.095
715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.042102,0.08972168,3.109
716,1.0,6.0,2.0,2.82,4.0,1.6269999999999998,0.0,746.8168079999997,0.23539229999999994,2.633
717,5.0,0.0,0.0,0.0,0.0,0.0,0.0,208.63474399999998,0.14571218,1.188
718,2.0,5.25,2.0,3.54,4.0,1.96,0.0,196.0405,0.0560286,2.904
719,3.0,2.5,2.0,2.44,4.0,1.5719999999999998,0.0,349.4937,0.0897,3.234
720,2.0,1.33,1.0,3.65,4.0,1.74,0.0,394.0986,0.0672734,4.862
721,3.0,8.0,3.0,3.53,4.0,1.622,0.013999999999999999,119.064639,0.04480609,2.206
722,4.0,2.25,2.0,3.2,3.0,1.586,0.0,751.2506820000001,0.06727369,9.269
723,2.0,5.5,2.0,3.01,4.0,1.619,0.0,281.1598,0.07846410000000001,2.974
724,3.0,7.0,0.0,2.265,4.0,1.477,0.0,360.5058,0.1344246,2.226
725,3.0,4.5,2.0,0.0,4.0,1.689,0.0,221.003012,0.033646440000000014,5.452000000000001
726,2.0,5.25,1.0,3.7,4.0,1.673,0.0,483.304268,0.06731368000000001,5.959
727,2.0,3.0,2.0,3.7,4.0,1.727,0.0,1334.197848,0.17939152,6.172999999999999
728,2.0,2.5,2.0,2.14,4.0,1.481,0.0,125.011956,0.07846690999999999,1.3219999999999998
729,2.0,5.5,3.0,3.15,4.0,1.653,0.0,773.5456,0.08986675,7.144
730,0.0,1.5,2.0,1.645,2.0,1.4580000000000002,0.0,175.098319,0.14565939,0.998
731,2.0,2.33,2.0,5.2,4.0,1.914,0.0,542.2267899999998,0.03367874,13.363
732,2.0,2.0,3.0,6.13,4.0,1.921,0.0,717.536162,0.06727818,8.852
733,4.0,4.0,0.0,2.36,0.0,0.0,0.0,170.51988699999995,0.04466877,3.168
734,3.0,2.5,3.0,5.517,4.0,2.197,0.0,233.85408,0.05601755,3.465
735,2.0,0.0,3.0,2.465,4.0,1.565,0.0,447.749668,0.07848488000000002,4.735
736,1.0,5.5,0.0,2.75,4.0,1.625,0.0,502.039261,0.24650215,1.69
737,2.0,0.0,0.0,0.0,0.0,0.0,0.0,881.8127800000003,0.10108555,7.24
738,2.0,0.0,3.0,0.0,0.0,0.0,0.0,164.372651,0.07846020000000001,1.739
739,1.0,2.5,1.0,1.955,4.0,1.506,0.0,1244.442608,0.31383140000000004,3.2910000000000004
740,2.0,0.0,0.0,0.0,0.0,0.0,0.0,699.2004240000001,0.11211858,5.176
741,6.0,5.75,1.0,4.78,0.0,0.0,0.0,175.5734,0.01122078,12.987
742,3.0,0.0,0.0,0.0,0.0,0.0,0.0,463.5667,0.1009343,3.812
743,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1213.101302,0.16817547999999996,5.987
744,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2102.4866,0.20197939999999998,8.64
745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.03302,0.04481831,0.815
746,2.0,1.5,2.0,1.85,4.0,0.0,0.0,168.11192,0.12324255,1.132
747,2.0,4.0,2.0,0.0,4.0,1.704,0.0,245.446129,0.05601018,3.637
748,1.0,6.5,2.0,0.0,0.0,0.0,0.0,302.22011499999996,0.11206789,2.238
749,6.0,7.0,2.0,3.79,2.0,1.865,0.0,136.159,0.01124123,10.053
750,3.0,2.75,2.0,5.76,4.0,2.293,0.0,153.7588,0.0224102,5.695
751,5.0,3.5,1.0,6.95,3.0,2.383,0.20199999999999999,548.7923999999998,0.04466294,10.199
752,3.0,0.0,3.0,0.0,4.0,1.692,0.0,384.285808,0.07851581,4.062
753,3.0,4.5,2.0,2.59,4.0,1.582,0.0,493.664661,0.08967009,4.569
754,5.0,3.0,3.0,2.54,3.0,1.601,0.0,84.0878,0.02242321,3.113
755,2.0,2.75,2.0,6.16,4.0,2.1830000000000003,0.0,769.465062,0.08966101,7.122999999999998
756,1.0,3.5,2.0,2.395,4.0,1.556,0.0,524.6873410000002,0.08979015,4.85
757,2.0,2.0,2.0,2.62,4.0,1.575,0.0,653.2063999999998,0.17935889,3.023
758,2.0,1.75,2.0,1.324,4.0,1.556,0.0,772.785117,0.11213852,5.72
759,4.0,6.5,2.0,3.375,3.0,1.725,0.0,1274.93134,0.14579388,7.257999999999999
760,6.0,2.25,3.0,2.79,2.0,1.328,0.0,41.988171,0.0112258,3.104
761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.6052,0.02242208,6.6110000000000015
762,5.0,5.5,0.0,0.0,3.0,1.495,0.0,340.2840750000001,0.08972568999999997,3.148
763,2.0,1.75,2.0,2.68,4.0,1.626,0.0,226.69652200000002,0.10085118,1.866
764,2.0,3.5,3.0,3.17,4.0,1.655,0.0,1321.50103,0.2354231,4.659
765,2.0,6.0,2.0,2.97,4.0,1.619,0.0,289.370936,0.06726180000000001,3.571
766,2.0,2.0,2.0,3.65,4.0,1.803,0.0,261.05432,0.08963252,2.417
767,3.0,0.0,3.0,3.84,4.0,1.76,0.0,693.1637000000003,0.08973083999999999,6.412000000000001
768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650.3190599999998,0.224124,2.408
769,2.0,0.0,2.0,0.0,0.0,0.0,0.0,498.391339,0.13452847999999998,3.075
770,4.0,5.0,1.0,2.84,3.0,1.595,0.0,223.955208,0.04489878,4.14
771,1.0,2.0,3.0,4.28,4.0,1.756,0.0,1020.0767599999999,0.17931535999999998,4.722
772,3.0,3.5,0.0,3.35,0.0,0.0,0.0,219.1786,0.04483759,4.057
773,3.0,3.75,2.0,2.36,4.0,1.538,0.0,274.00808299999994,0.16810298,1.3530000000000002
774,4.0,4.0,3.0,1.94,3.0,1.534,0.0,489.81368,0.04489831,9.055
775,3.0,1.5,2.0,4.1,4.0,1.602,0.0,516.399868,0.0673303,6.3660000000000005
776,1.0,0.0,2.0,3.48,4.0,1.666,0.0,393.01898000000006,0.07850399999999999,4.155
777,1.0,2.0,2.0,3.21,4.0,1.615,0.0,934.397736,0.20185305999999995,3.842
778,2.0,0.0,0.0,0.0,0.0,0.0,0.0,994.57902,0.12330924,6.695
779,5.0,5.0,3.0,0.0,3.0,1.628,0.0,903.6577279999999,0.13454388999999994,5.575
780,5.0,5.5,1.0,4.05,3.0,1.707,0.0,222.8631,0.04481442,4.128
781,4.0,6.0,0.0,3.36,3.0,1.723,0.0,1971.434102,0.19083995,8.574
782,3.0,3.25,2.0,4.3,4.0,1.6269999999999998,0.0,181.3368,0.02243641,6.707999999999998
783,1.0,4.75,2.0,2.975,4.0,1.636,0.0,348.4851,0.100878,2.867
784,3.0,0.0,1.0,0.0,0.0,0.0,0.0,782.2653999999999,0.10091810999999998,6.434
785,2.0,4.0,2.0,5.42,0.0,0.0,0.0,453.91858,0.08961397,4.204
786,3.0,0.0,0.0,5.63,0.0,0.0,0.0,155.8413,0.03360232,3.849
787,5.0,4.5,3.0,5.53,0.0,0.0,0.0,271.952932,0.0224304,10.063
788,2.0,2.75,2.0,1.99,4.0,1.578,0.0,295.4533,0.05594549,4.383
789,2.0,0.0,0.0,0.0,0.0,0.0,0.0,365.4931,0.100896,3.007
790,2.0,3.0,0.0,2.09,4.0,1.523,0.0,50.9508,0.02241031,1.887
791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.40427899999997,0.03364446,3.834
792,2.0,5.0,2.0,2.76,4.0,1.717,0.0,366.198643,0.06732586,4.515
793,3.0,6.0,2.0,2.79,4.0,1.5830000000000002,0.0,349.405868,0.1008511,2.8760000000000003
794,4.0,2.5,2.0,3.3,3.0,1.598,0.0,524.07069,0.033663780000000004,12.921
795,2.0,0.0,1.0,3.86,4.0,2.055,0.0,681.9416000000001,0.15680572,3.61
796,3.0,0.0,0.0,0.0,0.0,0.0,0.0,784.9301059999998,0.06733299999999999,9.676
797,5.0,4.0,2.0,5.66,3.0,2.021,0.127,81.3894,0.01120516,6.029
798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647.41425,0.08979658,5.984
799,6.0,5.8,1.0,0.0,2.0,0.0,0.0,133.38549999999998,0.01121239,9.874
800,3.0,3.5,2.0,4.33,4.0,1.888,0.0,334.2537900000001,0.03364451,8.246
801,2.0,3.75,2.0,3.0,4.0,1.625,0.0,699.777801,0.13459132,4.315
802,2.0,2.0,2.0,3.66,0.0,0.0,0.0,519.37238,0.07861030000000001,5.484
803,4.0,7.5,1.0,4.65,3.0,1.928,0.039,526.0418,0.07846829999999999,5.564
804,2.0,0.0,1.0,0.0,0.0,0.0,0.0,526.0418,0.07846829999999999,5.564
805,3.0,6.5,2.0,3.23,4.0,1.702,0.0,379.378178,0.10089008,3.1210000000000004
806,3.0,3.5,3.0,2.18,1.0,1.59,0.0,492.887716,0.0785658,5.207000000000002
807,0.0,7.0,2.0,3.411,2.0,1.596,0.0,263.580584,0.08945818,2.446
808,5.0,0.0,2.0,3.1460000000000004,3.0,1.633,0.0,576.8019069999998,0.07860506,6.091
809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.06784,0.07845362,0.625
810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.08984,0.10086924,0.84
811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521.103965,0.11213694,3.857
812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.15582,0.19054055,0.597
813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.15582,0.19054055,0.597
814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.21222,0.1232726,2.964
815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.478747,0.13435998000000002,1.924
816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.478747,0.13435998000000002,1.924
817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.68948,0.04482799999999999,6.363
818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411.98794100000003,0.07859797000000003,4.351
819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,986.7682,0.08969169999999999,9.131
820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494.204337,0.033774570000000004,12.145
821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.61179,0.03368309,9.33
822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.2439,0.06729052,5.381
823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0168,0.02242329,5.331
824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,468.395806,0.044747,8.687999999999999
825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.4097,0.033821800000000006,8.256
826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,753.652196,0.08982976,6.964
827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647.07038,0.12339754,4.352
828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1065.202016,0.29152517999999994,3.033
829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1339.7554,0.18008384,6.175
830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.056939,0.04473179,5.252000000000002
831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2135.0045,0.5046799999999999,3.511
832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,658.168717,0.10093515000000004,5.412000000000001
833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1456.335618,0.12343835,9.792
834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,717.2311070000002,0.1233302,4.827
835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,766.1272670000003,0.11212811,5.671
836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1019.6559,0.12241963999999995,6.9129999999999985
837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1348.5186680000004,0.28038907,3.992
838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1122.31325,0.07857984,11.854
839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1383.6914570000001,0.19066293999999995,6.024
840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397.8706,0.04496858,7.3439999999999985
841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.544139,0.022510190000000003,7.8370000000000015
842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,611.0706170000002,0.05611491999999999,9.038
843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,755.2048900000002,0.08983533,6.977
844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.523257,0.07849987,3.1460000000000004
845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,793.3147190000002,0.12332322,5.339
846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,611.0706170000002,0.05611491999999999,9.038
847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.063378,0.13444538,1.334
848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,996.697411,0.10114924,8.179
849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.285007,0.03368088,6.069
850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,763.2844,0.20179767,3.139
851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.92823900000002,0.02241289,8.885
852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.352098,0.20167748,1.392
853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.94536800000003,0.04488529,4.234
854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.34352,0.07846688,2.563
855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.47402,0.055684090000000006,2.2430000000000003
856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396.57248,0.13451512,2.447
857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.94176000000004,0.07843849,1.618
858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.295817,0.06728797,3.704
859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301.6920580000001,0.10071408,2.486
860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,806.500784,0.17942592,3.731
861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,981.35888,0.31306290000000003,2.602
862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441.4928,0.07846348,4.67
863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2211.971038,0.23557224,7.794
864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1091.9605119999999,0.15697171999999995,5.774
865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.61199,0.06720328,3.49
866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397.049458,0.06735606999999999,4.893
867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363.664069,0.04489097,6.724
868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,757.6100799999997,0.13453938999999998,4.674
869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.90831,0.10083569,1.5630000000000002
870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0715,0.033455300000000014,3.847
871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1045.358356,0.24653016,3.519
872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2305.079,0.8962133999999999,2.135
873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4473.4587999999985,1.6468953999999998,2.255
874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,658.6568619999998,0.0447264,12.223
875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.126365,0.0448588,3.2960000000000003
876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349.78824199999997,0.056062400000000005,5.1789999999999985
877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,753.740862,0.0447412,13.983
878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,737.286565,0.044913199999999986,13.625
879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.219962,0.033689599999999986,6.682
880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3678.5481,0.4934374999999999,6.188
881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1035.033688,0.9188111799999998,0.935
882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.9944,0.08959102,2.029
883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.281023,0.1008957,1.722
884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647.43619,0.04488033,11.973
885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1856.032359,0.12382218,12.441
886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.093104,0.23530538999999995,0.984
887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1005.4230460000001,0.12331244,6.767
888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406.290724,0.08975860000000001,3.757
889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,788.3469769999998,0.16816840999999993,3.891
890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,477.64225,0.13445884,2.948
891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.768879,0.04484178,5.03
892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1393.1103899999994,0.23399009999999998,4.942
893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.948,0.022392,1.481
894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,680.905028,0.23532524,2.402
895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,671.46002,0.11204136,4.974
896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1519.286336,0.26946820000000005,4.68
897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1571.640556,0.34738181,3.755
898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,591.8353999999998,0.1792845,2.74
899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1503.359842,0.28039489,4.45
900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1991.900645,0.29168451,5.667999999999998
901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1450.933574,0.30272328,3.978
902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2754.630123,0.56060395,4.078
903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4643.869759,0.5494816800000001,7.015
904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,816.49958,0.06729105,10.071
905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.51653,0.06723056,5.29
906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,866.4522159999997,0.06736889,10.675
907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376.636191,0.02247978,13.906
908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.341,0.08971251000000001,8.885
909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,906.67093,0.15695029999999996,4.795
910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,804.9255800000003,0.06729669,9.928
911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.389322,0.10085018,1.913
912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.97487,0.04485058,4.885
913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1352.201172,0.16846650999999996,6.662000000000001
914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589.88733,0.0560539,8.735
915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1144.981795,0.17943945999999994,5.296
916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451.036112,0.19048732999999995,1.965
917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337.85759000000013,0.05601437,5.006
918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,586.5147999999998,0.08928813000000001,5.452000000000001
919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747.929118,0.19051746,3.258
920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,751.3891179999997,0.19051484,3.274
921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,815.0842279999997,0.16813279999999994,4.024
922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1337.2351999999996,0.20186895,5.497999999999998
923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459.5036,0.1008905,3.78
924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489.174078,0.05605056,7.244
925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1087.3756,0.10090588,8.943999999999997
926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2313.472024,0.35879345,5.352
927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1878.26202,0.30251880000000003,5.153
928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334.625521,0.06729418000000001,4.127
929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,586.598975,0.08953461,5.438
930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382.7436,0.04483189,7.086
931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.721,0.11198575,3.022
932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.8177,0.01105948,9.518
933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.8094680000001,0.08961682,2.814
934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3622.575456,0.42651686,7.05
935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,736.672903,0.21298850000000005,2.8710000000000004
936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.806209,0.03361039,1.6740000000000002
937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.32224,0.04483722999999999,2.653
938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.67270200000002,0.06722118,2.762
939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.953525,0.10092961,2.475
940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610.9877220000002,0.07850628,6.46
941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,726.772728,0.0450876,13.379
942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,496.559,0.05605455,7.353
943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.2737,0.022442,12.955
944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.2058,0.0224417,8.033
945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1081.401475,0.10114454,8.874
946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486.04116,0.03379088000000001,11.939
947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.23217999999997,0.0224419,9.698
948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.211524,0.11212178,3.947
949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.3912,0.0336435,5.363
950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.454443,0.04467778,5.172999999999999
951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.902468,0.08966072,3.35
952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.83470699999987,0.06730589000000001,3.796
953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674.11988,0.07846214,7.131
954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.51816,0.07844506,3.423
955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,601.49915,0.04486595,11.127
956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,626.8670860000002,0.05617974,9.261
957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.5456,0.04488798,5.687
958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.121606,0.04482221,4.113
959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.016706,0.03364349999999998,8.216000000000001
960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,814.942068,0.05622055,12.031
961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,673.442416,0.06740869000000001,8.292
962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1793.3562000000006,0.17944775999999998,8.295
963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393.50370699999996,0.11210395,2.9130000000000003
